ship-state,Date,Total_amount
MIZORAM,06-06-22,435.0
MIZORAM,06-07-22,569.0
MIZORAM,06-08-22,1833.0
MIZORAM,06-09-22,349.0
MIZORAM,06-10-22,3416.71
MIZORAM,06-11-22,1421.0
MIZORAM,06-14-22,1257.0
MIZORAM,06-17-22,541.9
MIZORAM,06-19-22,1028.0
MIZORAM,06-21-22,786.0
MIZORAM,06-23-22,1271.0
MIZORAM,06-24-22,871.0
MIZORAM,06-25-22,518.0
MIZORAM,06-28-22,1735.0
Manipur,04-11-22,339.0
Manipur,04-17-22,999.0
Manipur,04-19-22,518.0
Manipur,04-29-22,339.0
Manipur,06-24-22,436.0
Meghalaya,06-02-22,921.9100000000001
Mizoram,06-23-22,735.0
NAGALAND,04-01-22,1896.0
NAGALAND,04-02-22,1396.0
NAGALAND,04-03-22,1178.0
NAGALAND,04-04-22,2111.0
NAGALAND,04-06-22,1377.0
NAGALAND,04-07-22,443.0
NAGALAND,04-08-22,1124.0
NAGALAND,04-09-22,563.0
NAGALAND,04-10-22,2163.0
NAGALAND,04-11-22,551.0
NAGALAND,04-14-22,1849.48
NAGALAND,04-15-22,2129.38
NAGALAND,04-16-22,475.0
NAGALAND,04-18-22,744.0
NAGALAND,04-19-22,454.29
NAGALAND,04-20-22,737.0
NAGALAND,04-21-22,1104.0
NAGALAND,04-22-22,696.0
NAGALAND,04-24-22,2627.0
NAGALAND,04-25-22,563.0
NAGALAND,04-26-22,1173.0
NAGALAND,04-27-22,525.0
NAGALAND,04-28-22,2858.0
NAGALAND,04-29-22,563.0
NAGALAND,04-30-22,3403.0
NAGALAND,05-03-22,1600.0
NAGALAND,05-04-22,1403.0
NAGALAND,05-05-22,762.0
NAGALAND,05-06-22,1115.0
NAGALAND,05-07-22,1906.0
NAGALAND,05-08-22,461.0
NAGALAND,05-09-22,9990.0
NAGALAND,05-10-22,1461.0
NAGALAND,05-11-22,633.0
NAGALAND,05-12-22,574.0
NAGALAND,05-13-22,1886.0
NAGALAND,05-14-22,2076.0
NAGALAND,05-15-22,2922.0
NAGALAND,05-16-22,9991.0
NAGALAND,05-20-22,487.0
NAGALAND,05-22-22,2494.0
NAGALAND,05-23-22,1264.0
NAGALAND,05-24-22,1199.0
NAGALAND,05-25-22,1644.0
NAGALAND,05-26-22,1475.71
NAGALAND,05-27-22,1681.0
NAGALAND,05-29-22,824.0
NAGALAND,05-30-22,1328.0
NAGALAND,05-31-22,2571.0
NAGALAND,06-02-22,1415.0
NAGALAND,06-03-22,1174.0
NAGALAND,06-04-22,464.0
NAGALAND,06-05-22,3029.0
NAGALAND,06-06-22,3937.0
NAGALAND,06-08-22,1324.0
NAGALAND,06-09-22,484.0
NAGALAND,06-12-22,799.0
NAGALAND,06-13-22,1454.1
NAGALAND,06-14-22,7952.0
NAGALAND,06-15-22,2151.0
NAGALAND,06-16-22,15803.52
NAGALAND,06-17-22,1620.19
NAGALAND,06-18-22,939.0
NAGALAND,06-19-22,933.0
NAGALAND,06-20-22,3341.0
NAGALAND,06-21-22,1662.0
NAGALAND,06-22-22,1440.0
NAGALAND,06-23-22,5833.0
NAGALAND,06-24-22,725.0
NAGALAND,06-27-22,735.0
NAGALAND,06-28-22,1024.0
NAGALAND,06-29-22,741.0
NL,04-28-22,518.0
NL,06-26-22,443.0
Nagaland,05-08-22,664.0
New Delhi,04-02-22,495.0
New Delhi,04-03-22,1782.95
New Delhi,04-05-22,3192.05
New Delhi,04-06-22,1464.0
New Delhi,04-12-22,583.0
New Delhi,04-14-22,807.0
New Delhi,04-15-22,518.0
New Delhi,04-16-22,1115.0
New Delhi,04-17-22,1306.0
New Delhi,04-18-22,798.0
New Delhi,04-20-22,2067.0
New Delhi,04-21-22,1618.0
New Delhi,04-24-22,1149.0
New Delhi,04-25-22,5165.0
New Delhi,04-27-22,1338.0
New Delhi,05-02-22,2032.0
New Delhi,05-03-22,894.0
New Delhi,05-04-22,368.0
New Delhi,05-06-22,422.0
New Delhi,05-08-22,1442.0
New Delhi,05-14-22,487.0
New Delhi,05-15-22,346.0
New Delhi,05-16-22,1057.95
New Delhi,05-17-22,960.0
New Delhi,05-20-22,1124.0
New Delhi,05-24-22,1385.0
New Delhi,05-26-22,475.0
New Delhi,05-27-22,740.0
New Delhi,05-28-22,653.0
New Delhi,05-30-22,771.0
New Delhi,06-02-22,2223.0
New Delhi,06-03-22,1665.0
New Delhi,06-04-22,845.0
New Delhi,06-05-22,1168.0
New Delhi,06-06-22,899.0
New Delhi,06-08-22,758.0
New Delhi,06-10-22,416.0
New Delhi,06-11-22,521.0
New Delhi,06-12-22,648.0
New Delhi,06-15-22,335.0
New Delhi,06-17-22,565.0
New Delhi,06-20-22,512.0
New Delhi,06-25-22,0.0
ODISHA,03-31-22,3073.0
ODISHA,04-01-22,18674.0
ODISHA,04-02-22,21462.0
ODISHA,04-03-22,21174.0
ODISHA,04-04-22,13200.0
ODISHA,04-05-22,15580.0
ODISHA,04-06-22,10288.0
ODISHA,04-07-22,12053.06
ODISHA,04-08-22,13989.0
ODISHA,04-09-22,13670.24
ODISHA,04-10-22,12428.49
ODISHA,04-11-22,19850.0
ODISHA,04-12-22,17627.24
ODISHA,04-13-22,16639.62
ODISHA,04-14-22,21729.48
ODISHA,04-15-22,14746.48
ODISHA,04-16-22,12440.36
ODISHA,04-17-22,21972.0
ODISHA,04-18-22,11303.0
ODISHA,04-19-22,25554.52
ODISHA,04-20-22,17198.45
ODISHA,04-21-22,23741.53
ODISHA,04-22-22,22519.67
ODISHA,04-23-22,21232.14
ODISHA,04-24-22,11606.380000000001
ODISHA,04-25-22,22937.86
ODISHA,04-26-22,21626.85
ODISHA,04-27-22,16827.86
ODISHA,04-28-22,11935.0
ODISHA,04-29-22,15721.0
ODISHA,04-30-22,19685.0
ODISHA,05-01-22,14082.95
ODISHA,05-02-22,24905.02
ODISHA,05-03-22,19623.53
ODISHA,05-04-22,14412.0
ODISHA,05-05-22,20906.16
ODISHA,05-06-22,19111.0
ODISHA,05-07-22,15610.0
ODISHA,05-08-22,9323.0
ODISHA,05-09-22,12268.0
ODISHA,05-10-22,14151.32
ODISHA,05-11-22,5326.0
ODISHA,05-12-22,7774.0
ODISHA,05-13-22,16050.43
ODISHA,05-14-22,10161.98
ODISHA,05-15-22,14632.0
ODISHA,05-16-22,12065.14
ODISHA,05-17-22,10262.0
ODISHA,05-18-22,11739.76
ODISHA,05-19-22,7879.38
ODISHA,05-20-22,11379.0
ODISHA,05-21-22,11636.29
ODISHA,05-22-22,14586.67
ODISHA,05-23-22,10874.0
ODISHA,05-24-22,12320.0
ODISHA,05-25-22,15429.44
ODISHA,05-26-22,16003.0
ODISHA,05-27-22,10271.0
ODISHA,05-28-22,7909.0
ODISHA,05-29-22,15243.0
ODISHA,05-30-22,6248.0
ODISHA,05-31-22,15574.0
ODISHA,06-01-22,8804.0
ODISHA,06-02-22,10873.0
ODISHA,06-03-22,14283.1
ODISHA,06-04-22,13492.0
ODISHA,06-05-22,18047.0
ODISHA,06-06-22,21611.01
ODISHA,06-07-22,28968.29
ODISHA,06-08-22,16341.0
ODISHA,06-09-22,24562.52
ODISHA,06-10-22,16722.0
ODISHA,06-11-22,14251.76
ODISHA,06-12-22,16333.43
ODISHA,06-13-22,13234.14
ODISHA,06-14-22,16398.0
ODISHA,06-15-22,9176.0
ODISHA,06-16-22,15588.0
ODISHA,06-17-22,9610.14
ODISHA,06-18-22,14823.0
ODISHA,06-19-22,11387.0
ODISHA,06-20-22,9715.9
ODISHA,06-21-22,21115.0
ODISHA,06-22-22,17306.09
ODISHA,06-23-22,12897.0
ODISHA,06-24-22,14338.0
ODISHA,06-25-22,16317.95
ODISHA,06-26-22,22748.0
ODISHA,06-27-22,8638.0
ODISHA,06-28-22,14329.0
ODISHA,06-29-22,10052.0
Odisha,04-02-22,589.0
Odisha,04-03-22,495.0
Odisha,04-10-22,2306.0
Odisha,04-18-22,399.0
Odisha,04-21-22,399.0
Odisha,04-23-22,921.9
Odisha,04-29-22,968.0
Odisha,05-02-22,0.0
Odisha,05-08-22,462.86
Odisha,05-09-22,382.0
Odisha,05-23-22,798.0
Odisha,05-24-22,798.0
Odisha,05-30-22,824.0
Odisha,06-10-22,1091.0
Odisha,06-13-22,1271.0
Odisha,06-22-22,725.0
Orissa,06-08-22,376.0
Orissa,06-12-22,764.0
PB,04-06-22,399.0
PUDUCHERRY,04-01-22,1856.0
PUDUCHERRY,04-02-22,1432.0
PUDUCHERRY,04-03-22,898.0
PUDUCHERRY,04-04-22,883.48
PUDUCHERRY,04-05-22,419.0
PUDUCHERRY,04-06-22,1104.0
PUDUCHERRY,04-07-22,1557.0
PUDUCHERRY,04-08-22,1981.0
PUDUCHERRY,04-10-22,2010.0
PUDUCHERRY,04-11-22,399.0
PUDUCHERRY,04-12-22,1145.0
PUDUCHERRY,04-13-22,3007.0
PUDUCHERRY,04-14-22,6980.71
PUDUCHERRY,04-15-22,2593.0
PUDUCHERRY,04-16-22,0.0
PUDUCHERRY,04-17-22,2522.0
PUDUCHERRY,04-18-22,2905.0
PUDUCHERRY,04-19-22,419.0
PUDUCHERRY,04-20-22,3599.0
PUDUCHERRY,04-21-22,755.3299999999999
PUDUCHERRY,04-22-22,1547.0
PUDUCHERRY,04-23-22,2385.0
PUDUCHERRY,04-24-22,1410.76
PUDUCHERRY,04-25-22,3528.05
PUDUCHERRY,04-26-22,1934.0
PUDUCHERRY,04-27-22,2649.0
PUDUCHERRY,04-28-22,2834.0
PUDUCHERRY,04-29-22,2955.0
PUDUCHERRY,04-30-22,4646.33
PUDUCHERRY,05-01-22,1505.0
PUDUCHERRY,05-02-22,2658.0
PUDUCHERRY,05-03-22,2996.0
PUDUCHERRY,05-04-22,3663.0
PUDUCHERRY,05-05-22,5660.48
PUDUCHERRY,05-06-22,904.0
PUDUCHERRY,05-07-22,2666.0
PUDUCHERRY,05-08-22,607.0
PUDUCHERRY,05-09-22,1233.0
PUDUCHERRY,05-10-22,2702.0
PUDUCHERRY,05-11-22,2744.0
PUDUCHERRY,05-12-22,2447.0
PUDUCHERRY,05-13-22,3072.0
PUDUCHERRY,05-14-22,487.0
PUDUCHERRY,05-15-22,3953.0
PUDUCHERRY,05-16-22,1287.0
PUDUCHERRY,05-17-22,825.0
PUDUCHERRY,05-18-22,1112.0
PUDUCHERRY,05-19-22,3356.0
PUDUCHERRY,05-20-22,2241.0
PUDUCHERRY,05-22-22,1971.0
PUDUCHERRY,05-23-22,690.0
PUDUCHERRY,05-24-22,2572.0
PUDUCHERRY,05-25-22,3524.0
PUDUCHERRY,05-26-22,3617.29
PUDUCHERRY,05-28-22,842.86
PUDUCHERRY,05-30-22,1034.0
PUDUCHERRY,06-01-22,1671.0
PUDUCHERRY,06-02-22,4525.0
PUDUCHERRY,06-03-22,2105.0
PUDUCHERRY,06-04-22,4875.0
PUDUCHERRY,06-05-22,2232.0
PUDUCHERRY,06-06-22,3034.0
PUDUCHERRY,06-08-22,5110.0
PUDUCHERRY,06-09-22,459.0
PUDUCHERRY,06-11-22,2013.0
PUDUCHERRY,06-12-22,3903.0
PUDUCHERRY,06-13-22,3136.0
PUDUCHERRY,06-14-22,1197.0
PUDUCHERRY,06-15-22,1298.0
PUDUCHERRY,06-16-22,7347.0
PUDUCHERRY,06-17-22,5117.0
PUDUCHERRY,06-18-22,1689.0
PUDUCHERRY,06-19-22,717.0
PUDUCHERRY,06-20-22,3058.38
PUDUCHERRY,06-21-22,3416.38
PUDUCHERRY,06-22-22,1379.19
PUDUCHERRY,06-23-22,696.0
PUDUCHERRY,06-24-22,0.0
PUDUCHERRY,06-25-22,1602.0
PUDUCHERRY,06-26-22,736.0
PUDUCHERRY,06-28-22,3386.0
PUDUCHERRY,06-29-22,6050.0
PUNJAB,04-01-22,10253.0
PUNJAB,04-02-22,16405.0
PUNJAB,04-03-22,12908.0
PUNJAB,04-04-22,10193.0
PUNJAB,04-05-22,15462.04
PUNJAB,04-06-22,18188.59
PUNJAB,04-07-22,10162.0
PUNJAB,04-08-22,9499.38
PUNJAB,04-09-22,12634.98
PUNJAB,04-10-22,10015.0
PUNJAB,04-11-22,22210.0
PUNJAB,04-12-22,7748.1900000000005
PUNJAB,04-13-22,19196.04
PUNJAB,04-14-22,15426.0
PUNJAB,04-15-22,20986.0
PUNJAB,04-16-22,20254.0
PUNJAB,04-17-22,17631.53
PUNJAB,04-18-22,19074.0
PUNJAB,04-19-22,10625.0
PUNJAB,04-20-22,19833.0
PUNJAB,04-21-22,11633.0
PUNJAB,04-22-22,19536.85
PUNJAB,04-23-22,22252.0
PUNJAB,04-24-22,18923.0
PUNJAB,04-25-22,16218.96
PUNJAB,04-26-22,19300.0
PUNJAB,04-27-22,13242.0
PUNJAB,04-28-22,13826.59
PUNJAB,04-29-22,11086.0
PUNJAB,04-30-22,9092.0
PUNJAB,05-01-22,19144.0
PUNJAB,05-02-22,11875.0
PUNJAB,05-03-22,14443.0
PUNJAB,05-04-22,17764.05
PUNJAB,05-05-22,17976.86
PUNJAB,05-06-22,19761.29
PUNJAB,05-07-22,18904.0
PUNJAB,05-08-22,13226.88
PUNJAB,05-09-22,13894.0
PUNJAB,05-10-22,15764.15
PUNJAB,05-11-22,8127.43
PUNJAB,05-12-22,8589.43
PUNJAB,05-13-22,8803.52
PUNJAB,05-14-22,7461.04
PUNJAB,05-15-22,14926.41
PUNJAB,05-16-22,12905.05
PUNJAB,05-17-22,12841.05
PUNJAB,05-18-22,12314.39
PUNJAB,05-19-22,21029.0
PUNJAB,05-20-22,7970.34
PUNJAB,05-21-22,11360.0
PUNJAB,05-22-22,9643.0
PUNJAB,05-23-22,9525.86
PUNJAB,05-24-22,8264.0
PUNJAB,05-25-22,14616.67
PUNJAB,05-26-22,12697.0
PUNJAB,05-27-22,17259.0
PUNJAB,05-28-22,6447.0
PUNJAB,05-29-22,13721.0
PUNJAB,05-30-22,12039.0
PUNJAB,05-31-22,11550.05
PUNJAB,06-01-22,8045.0
PUNJAB,06-02-22,5846.0
PUNJAB,06-03-22,12409.0
PUNJAB,06-04-22,12922.57
PUNJAB,06-05-22,13678.0
PUNJAB,06-06-22,14395.43
PUNJAB,06-07-22,16727.0
PUNJAB,06-08-22,12760.0
PUNJAB,06-09-22,13169.02
PUNJAB,06-10-22,10400.0
PUNJAB,06-11-22,9787.0
PUNJAB,06-12-22,17571.0
PUNJAB,06-13-22,16229.14
PUNJAB,06-14-22,17608.0
PUNJAB,06-15-22,9131.14
PUNJAB,06-16-22,10294.86
PUNJAB,06-17-22,12648.0
PUNJAB,06-18-22,10687.48
PUNJAB,06-19-22,5926.0
PUNJAB,06-20-22,6654.1
PUNJAB,06-21-22,14795.0
PUNJAB,06-22-22,11871.0
PUNJAB,06-23-22,7780.0
PUNJAB,06-24-22,6347.0
PUNJAB,06-25-22,15210.43
PUNJAB,06-26-22,11196.05
PUNJAB,06-27-22,7362.0
PUNJAB,06-28-22,6016.0
PUNJAB,06-29-22,3940.0
Pondicherry,05-23-22,529.0
Puducherry,04-23-22,568.0
Punjab,04-05-22,759.0
Punjab,04-07-22,1141.0
Punjab,04-10-22,499.0
Punjab,04-22-22,2195.0
Punjab,04-23-22,0.0
Punjab,04-24-22,523.0
Punjab,04-25-22,2435.0
Punjab,04-29-22,759.0
Punjab,05-01-22,319.0
Punjab,05-02-22,626.0
Punjab,05-03-22,0.0
Punjab,05-05-22,933.0
Punjab,05-07-22,0.0
Punjab,05-08-22,573.0
Punjab,05-11-22,599.0
Punjab,05-19-22,591.0
Punjab,05-25-22,1166.0
Punjab,05-27-22,885.0
Punjab,06-06-22,1584.0
Punjab,06-10-22,729.0
Punjab,06-14-22,735.0
Punjab,06-16-22,999.0
Punjab,06-18-22,0.0
Punjab,06-22-22,2326.0
Punjab,06-28-22,845.0
Punjab,06-29-22,792.0
Punjab/Mohali/Zirakpur,04-25-22,568.0
RAJASTHAN,03-31-22,1512.0
RAJASTHAN,04-01-22,22228.24
RAJASTHAN,04-02-22,20558.2
RAJASTHAN,04-03-22,15972.57
RAJASTHAN,04-04-22,15420.64
RAJASTHAN,04-05-22,17858.87
RAJASTHAN,04-06-22,14169.0
RAJASTHAN,04-07-22,12450.0
RAJASTHAN,04-08-22,19096.0
RAJASTHAN,04-09-22,18339.93
RAJASTHAN,04-10-22,31175.48
RAJASTHAN,04-11-22,25641.62
RAJASTHAN,04-12-22,18242.0
RAJASTHAN,04-13-22,18971.05
RAJASTHAN,04-14-22,26750.0
RAJASTHAN,04-15-22,22209.33
RAJASTHAN,04-16-22,29968.21
RAJASTHAN,04-17-22,31601.81
RAJASTHAN,04-18-22,18270.0
RAJASTHAN,04-19-22,27044.52
RAJASTHAN,04-20-22,36825.04
RAJASTHAN,04-21-22,12314.0
RAJASTHAN,04-22-22,17552.0
RAJASTHAN,04-23-22,24611.9
RAJASTHAN,04-24-22,25870.86
RAJASTHAN,04-25-22,16261.0
RAJASTHAN,04-26-22,12990.95
RAJASTHAN,04-27-22,29861.53
RAJASTHAN,04-28-22,24717.0
RAJASTHAN,04-29-22,13979.0
RAJASTHAN,04-30-22,19130.58
RAJASTHAN,05-01-22,19939.0
RAJASTHAN,05-02-22,30242.0
RAJASTHAN,05-03-22,31148.29
RAJASTHAN,05-04-22,28985.0
RAJASTHAN,05-05-22,30905.18
RAJASTHAN,05-06-22,29080.26
RAJASTHAN,05-07-22,20853.43
RAJASTHAN,05-08-22,13102.08
RAJASTHAN,05-09-22,14359.0
RAJASTHAN,05-10-22,13103.0
RAJASTHAN,05-11-22,16668.29
RAJASTHAN,05-12-22,17640.0
RAJASTHAN,05-13-22,16743.0
RAJASTHAN,05-14-22,11263.48
RAJASTHAN,05-15-22,26167.86
RAJASTHAN,05-16-22,16404.43
RAJASTHAN,05-17-22,15666.33
RAJASTHAN,05-18-22,19724.72
RAJASTHAN,05-19-22,18327.0
RAJASTHAN,05-20-22,15759.0
RAJASTHAN,05-21-22,20444.0
RAJASTHAN,05-22-22,17242.05
RAJASTHAN,05-23-22,17184.0
RAJASTHAN,05-24-22,17268.43
RAJASTHAN,05-25-22,22066.0
RAJASTHAN,05-26-22,9588.0
RAJASTHAN,05-27-22,14639.0
RAJASTHAN,05-28-22,12118.0
RAJASTHAN,05-29-22,22748.95
RAJASTHAN,05-30-22,10903.1
RAJASTHAN,05-31-22,19761.0
RAJASTHAN,06-01-22,11134.0
RAJASTHAN,06-02-22,17270.0
RAJASTHAN,06-03-22,19567.0
RAJASTHAN,06-04-22,15422.86
RAJASTHAN,06-05-22,18618.93
RAJASTHAN,06-06-22,16358.19
RAJASTHAN,06-07-22,24649.67
RAJASTHAN,06-08-22,21255.0
RAJASTHAN,06-09-22,15795.0
RAJASTHAN,06-10-22,26371.0
RAJASTHAN,06-11-22,26166.0
RAJASTHAN,06-12-22,15070.0
RAJASTHAN,06-13-22,17719.39
RAJASTHAN,06-14-22,16740.0
RAJASTHAN,06-15-22,17845.0
RAJASTHAN,06-16-22,10510.0
RAJASTHAN,06-17-22,15162.25
RAJASTHAN,06-18-22,16513.0
RAJASTHAN,06-19-22,19789.0
RAJASTHAN,06-20-22,20143.55
RAJASTHAN,06-21-22,16236.76
RAJASTHAN,06-22-22,25445.77
RAJASTHAN,06-23-22,16561.29
RAJASTHAN,06-24-22,10770.0
RAJASTHAN,06-25-22,12786.24
RAJASTHAN,06-26-22,10892.0
RAJASTHAN,06-27-22,14758.86
RAJASTHAN,06-28-22,14489.43
RAJASTHAN,06-29-22,1125.0
RJ,04-15-22,685.0
RJ,05-31-22,355.0
Rajasthan,04-01-22,495.0
Rajasthan,04-03-22,1798.0
Rajasthan,04-04-22,1627.0
Rajasthan,04-11-22,455.0
Rajasthan,04-13-22,2039.0
Rajasthan,04-14-22,1299.0
Rajasthan,04-15-22,551.0
Rajasthan,04-16-22,959.0
Rajasthan,04-18-22,1509.0
Rajasthan,04-23-22,1145.0
Rajasthan,04-24-22,399.0
Rajasthan,04-26-22,449.0
Rajasthan,05-01-22,399.0
Rajasthan,05-03-22,521.0
Rajasthan,05-04-22,922.0
Rajasthan,05-05-22,1305.4299999999998
Rajasthan,05-14-22,885.0
Rajasthan,05-17-22,399.0
Rajasthan,05-18-22,1213.0
Rajasthan,05-19-22,869.0
Rajasthan,05-21-22,1153.0
Rajasthan,05-27-22,3591.0
Rajasthan,05-28-22,1338.0
Rajasthan,05-29-22,1144.0
Rajasthan,05-30-22,825.0
Rajasthan,06-02-22,872.3299999999999
Rajasthan,06-03-22,573.0
Rajasthan,06-05-22,988.0
Rajasthan,06-06-22,2157.0
Rajasthan,06-07-22,693.0
Rajasthan,06-14-22,1475.0
Rajasthan,06-16-22,449.0
Rajasthan,06-17-22,828.0
Rajasthan,06-19-22,730.0
Rajasthan,06-21-22,1198.0
Rajshthan,04-29-22,1126.0
Rajsthan,06-05-22,443.0
SIKKIM,04-01-22,3742.0
SIKKIM,04-02-22,698.0
SIKKIM,04-03-22,3414.95
SIKKIM,04-04-22,1413.0
SIKKIM,04-05-22,3700.0
SIKKIM,04-06-22,3387.0
SIKKIM,04-07-22,0.0
SIKKIM,04-09-22,1362.0
SIKKIM,04-10-22,549.0
SIKKIM,04-11-22,399.0
SIKKIM,04-12-22,1213.0
SIKKIM,04-13-22,1475.0
SIKKIM,04-14-22,1592.1399999999999
SIKKIM,04-16-22,887.3299999999999
SIKKIM,04-17-22,3198.0
SIKKIM,04-18-22,560.0
SIKKIM,04-19-22,1149.11
SIKKIM,04-20-22,4514.0
SIKKIM,04-21-22,3573.0
SIKKIM,04-22-22,1238.0
SIKKIM,04-23-22,2348.0
SIKKIM,04-24-22,1442.0
SIKKIM,04-25-22,5697.0
SIKKIM,04-28-22,1248.0
SIKKIM,04-29-22,352.0
SIKKIM,04-30-22,666.0
SIKKIM,05-02-22,3519.0
SIKKIM,05-03-22,1825.0
SIKKIM,05-04-22,3024.8900000000003
SIKKIM,05-05-22,4432.95
SIKKIM,05-06-22,2777.0
SIKKIM,05-07-22,2305.0
SIKKIM,05-09-22,545.0
SIKKIM,05-10-22,560.0
SIKKIM,05-12-22,2805.29
SIKKIM,05-13-22,4897.0
SIKKIM,05-14-22,2320.0
SIKKIM,05-15-22,1486.0
SIKKIM,05-16-22,2882.0
SIKKIM,05-17-22,641.0
SIKKIM,05-20-22,771.0
SIKKIM,05-21-22,1898.0
SIKKIM,05-23-22,1520.0
SIKKIM,05-24-22,499.0
SIKKIM,05-26-22,999.0
SIKKIM,05-27-22,668.0
SIKKIM,05-28-22,1773.0
SIKKIM,05-30-22,771.0
SIKKIM,06-02-22,2309.0
SIKKIM,06-03-22,1951.0
SIKKIM,06-04-22,1562.0
SIKKIM,06-05-22,5925.0
SIKKIM,06-06-22,2338.0
SIKKIM,06-07-22,1623.0
SIKKIM,06-08-22,6198.0
SIKKIM,06-09-22,2323.0
SIKKIM,06-10-22,5683.0
SIKKIM,06-11-22,754.0
SIKKIM,06-15-22,2077.0
SIKKIM,06-17-22,999.0
SIKKIM,06-18-22,0.0
SIKKIM,06-19-22,1460.0
SIKKIM,06-21-22,1320.0
SIKKIM,06-22-22,2005.0
SIKKIM,06-23-22,2114.0
SIKKIM,06-24-22,735.0
SIKKIM,06-25-22,1018.0
SIKKIM,06-27-22,962.0
SIKKIM,06-28-22,635.0
SIKKIM,06-29-22,1398.0
Sikkim,05-17-22,1186.0
Sikkim,06-09-22,735.0
Sikkim,06-24-22,782.0
TAMIL NADU,03-31-22,8565.95
TAMIL NADU,04-01-22,75600.56
TAMIL NADU,04-02-22,82413.0
TAMIL NADU,04-03-22,90880.43
TAMIL NADU,04-04-22,69051.91
TAMIL NADU,04-05-22,61285.71
TAMIL NADU,04-06-22,58369.99
TAMIL NADU,04-07-22,67410.14
TAMIL NADU,04-08-22,66918.52
TAMIL NADU,04-09-22,79324.47
TAMIL NADU,04-10-22,73654.91
TAMIL NADU,04-11-22,74413.0
TAMIL NADU,04-12-22,69814.19
TAMIL NADU,04-13-22,57884.0
TAMIL NADU,04-14-22,78258.67
TAMIL NADU,04-15-22,83476.91
TAMIL NADU,04-16-22,71237.81
TAMIL NADU,04-17-22,69744.57
TAMIL NADU,04-18-22,66611.95
TAMIL NADU,04-19-22,80085.87
TAMIL NADU,04-20-22,77322.66
TAMIL NADU,04-21-22,76033.09
TAMIL NADU,04-22-22,50284.95
TAMIL NADU,04-23-22,69438.85
TAMIL NADU,04-24-22,73999.95
TAMIL NADU,04-25-22,84426.2
TAMIL NADU,04-26-22,78002.9
TAMIL NADU,04-27-22,76787.81
TAMIL NADU,04-28-22,55139.76
TAMIL NADU,04-29-22,65551.48
TAMIL NADU,04-30-22,68796.38
TAMIL NADU,05-01-22,91668.52
TAMIL NADU,05-02-22,94631.27
TAMIL NADU,05-03-22,105836.35
TAMIL NADU,05-04-22,85155.83
TAMIL NADU,05-05-22,66131.49
TAMIL NADU,05-06-22,53420.2
TAMIL NADU,05-07-22,64680.05
TAMIL NADU,05-08-22,59265.24
TAMIL NADU,05-09-22,92324.49
TAMIL NADU,05-10-22,77833.69
TAMIL NADU,05-11-22,83915.67
TAMIL NADU,05-12-22,58426.67
TAMIL NADU,05-13-22,54437.38
TAMIL NADU,05-14-22,80393.36
TAMIL NADU,05-15-22,76533.8
TAMIL NADU,05-16-22,72024.25
TAMIL NADU,05-17-22,68924.15
TAMIL NADU,05-18-22,67629.44
TAMIL NADU,05-19-22,63999.24
TAMIL NADU,05-20-22,66197.03
TAMIL NADU,05-21-22,50283.24
TAMIL NADU,05-22-22,62137.98
TAMIL NADU,05-23-22,67372.82
TAMIL NADU,05-24-22,59512.75
TAMIL NADU,05-25-22,62342.1
TAMIL NADU,05-26-22,83631.47
TAMIL NADU,05-27-22,66948.0
TAMIL NADU,05-28-22,91167.42
TAMIL NADU,05-29-22,78473.43
TAMIL NADU,05-30-22,79879.57
TAMIL NADU,05-31-22,112220.45
TAMIL NADU,06-01-22,77228.1
TAMIL NADU,06-02-22,71950.14
TAMIL NADU,06-03-22,79766.38
TAMIL NADU,06-04-22,94563.62
TAMIL NADU,06-05-22,95493.24
TAMIL NADU,06-06-22,105126.86
TAMIL NADU,06-07-22,94517.56
TAMIL NADU,06-08-22,74556.33
TAMIL NADU,06-09-22,69167.76
TAMIL NADU,06-10-22,61590.33
TAMIL NADU,06-11-22,73514.43
TAMIL NADU,06-12-22,87983.9
TAMIL NADU,06-13-22,67359.57
TAMIL NADU,06-14-22,90020.86
TAMIL NADU,06-15-22,55080.59
TAMIL NADU,06-16-22,66466.61
TAMIL NADU,06-17-22,68915.42
TAMIL NADU,06-18-22,63447.23
TAMIL NADU,06-19-22,60667.65
TAMIL NADU,06-20-22,65366.06
TAMIL NADU,06-21-22,69198.67
TAMIL NADU,06-22-22,59765.25
TAMIL NADU,06-23-22,57565.64
TAMIL NADU,06-24-22,50588.3
TAMIL NADU,06-25-22,51656.0
TAMIL NADU,06-26-22,76247.15
TAMIL NADU,06-27-22,55165.23
TAMIL NADU,06-28-22,73168.29
TAMIL NADU,06-29-22,41329.0
TELANGANA,03-31-22,4080.0
TELANGANA,04-01-22,60189.85
TELANGANA,04-02-22,60419.71
TELANGANA,04-03-22,59515.67
TELANGANA,04-04-22,63816.05
TELANGANA,04-05-22,78694.24
TELANGANA,04-06-22,59962.29
TELANGANA,04-07-22,77732.41
TELANGANA,04-08-22,82822.68
TELANGANA,04-09-22,78157.05
TELANGANA,04-10-22,85262.49
TELANGANA,04-11-22,69647.58
TELANGANA,04-12-22,65316.59
TELANGANA,04-13-22,92782.32
TELANGANA,04-14-22,77112.38
TELANGANA,04-15-22,81039.54
TELANGANA,04-16-22,83909.69
TELANGANA,04-17-22,65939.52
TELANGANA,04-18-22,71172.96
TELANGANA,04-19-22,75539.33
